position_code,skill_id,skill_score
Transportation Planners,Programming,2.0
Transportation Planners,Programming,1.75
Transportation Planners,Operations Monitoring,2.0
Transportation Planners,Operations Monitoring,2.0
Transportation Planners,Operation and Control,2.0
Transportation Planners,Operation and Control,1.75
Transportation Planners,Equipment Maintenance,1.0
Transportation Planners,Equipment Maintenance,0.0
Transportation Planners,Troubleshooting,1.12
Transportation Planners,Troubleshooting,0.12
Transportation Planners,Repairing,1.12
Transportation Planners,Repairing,0.12
Transportation Planners,Quality Control Analysis,1.75
Transportation Planners,Quality Control Analysis,1.0
Transportation Planners,Judgment and Decision Making,3.88
Transportation Planners,Judgment and Decision Making,4.0
Transportation Planners,Systems Analysis,3.5
Transportation Planners,Systems Analysis,3.88
Transportation Planners,Systems Evaluation,3.75
Transportation Planners,Systems Evaluation,4.0
Transportation Planners,Time Management,3.5
Transportation Planners,Time Management,3.75
Transportation Planners,Management of Financial Resources,2.25
Transportation Planners,Management of Financial Resources,2.25
Transportation Planners,Management of Material Resources,2.62
Transportation Planners,Management of Material Resources,2.62
Transportation Planners,Management of Personnel Resources,3.0
Transportation Planners,Management of Personnel Resources,3.0
Agricultural Technicians,Reading Comprehension,3.5
Agricultural Technicians,Reading Comprehension,3.88
Agricultural Technicians,Active Listening,3.25
Agricultural Technicians,Active Listening,3.38
Agricultural Technicians,Writing,3.25
Agricultural Technicians,Writing,3.62
Agricultural Technicians,Speaking,3.0
Agricultural Technicians,Speaking,3.12
Agricultural Technicians,Mathematics,3.12
Agricultural Technicians,Mathematics,3.0
Agricultural Technicians,Science,3.0
Agricultural Technicians,Science,3.0
Agricultural Technicians,Critical Thinking,3.25
Agricultural Technicians,Critical Thinking,4.0
Agricultural Technicians,Active Learning,3.0
Agricultural Technicians,Active Learning,3.0
Agricultural Technicians,Learning Strategies,2.75
Agricultural Technicians,Learning Strategies,3.0
Agricultural Technicians,Monitoring,3.12
Agricultural Technicians,Monitoring,3.25
Agricultural Technicians,Social Perceptiveness,2.88
Agricultural Technicians,Social Perceptiveness,3.0
Agricultural Technicians,Coordination,3.0
Agricultural Technicians,Coordination,3.0
Agricultural Technicians,Persuasion,2.62
Agricultural Technicians,Persuasion,2.62
Agricultural Technicians,Negotiation,2.62
Agricultural Technicians,Negotiation,2.62
Agricultural Technicians,Instructing,3.0
Agricultural Technicians,Instructing,3.0
Agricultural Technicians,Service Orientation,2.88
Agricultural Technicians,Service Orientation,2.75
Agricultural Technicians,Complex Problem Solving,3.25
Agricultural Technicians,Complex Problem Solving,3.5
Agricultural Technicians,Operations Analysis,1.25
Agricultural Technicians,Operations Analysis,0.38
Agricultural Technicians,Technology Design,1.62
Agricultural Technicians,Technology Design,0.88
Agricultural Technicians,Equipment Selection,1.62
Agricultural Technicians,Equipment Selection,1.0
Agricultural Technicians,Installation,1.0
Agricultural Technicians,Installation,0.0
Agricultural Technicians,Programming,1.62
Agricultural Technicians,Programming,0.75
Agricultural Technicians,Operations Monitoring,2.88
Agricultural Technicians,Operations Monitoring,3.0
Agricultural Technicians,Operation and Control,2.62
Agricultural Technicians,Operation and Control,2.62
Agricultural Technicians,Equipment Maintenance,1.5
Agricultural Technicians,Equipment Maintenance,0.75
Agricultural Technicians,Troubleshooting,2.25
Agricultural Technicians,Troubleshooting,2.12
Agricultural Technicians,Repairing,1.75
Agricultural Technicians,Repairing,1.25
Agricultural Technicians,Quality Control Analysis,1.62
Agricultural Technicians,Quality Control Analysis,1.0
Agricultural Technicians,Judgment and Decision Making,3.0
Agricultural Technicians,Judgment and Decision Making,3.0
Agricultural Technicians,Systems Analysis,2.62
Agricultural Technicians,Systems Analysis,2.88
Agricultural Technicians,Systems Evaluation,2.5
Agricultural Technicians,Systems Evaluation,2.75
Agricultural Technicians,Time Management,3.0
Agricultural Technicians,Time Management,3.0
Agricultural Technicians,Management of Financial Resources,2.0
Agricultural Technicians,Management of Financial Resources,1.25
Agricultural Technicians,Management of Material Resources,2.0
Agricultural Technicians,Management of Material Resources,1.62
Agricultural Technicians,Management of Personnel Resources,2.62
Agricultural Technicians,Management of Personnel Resources,3.0
Precision Agriculture Technicians,Reading Comprehension,3.88
Precision Agriculture Technicians,Reading Comprehension,4.0
Precision Agriculture Technicians,Active Listening,3.88
Precision Agriculture Technicians,Active Listening,3.88
Precision Agriculture Technicians,Writing,3.38
Precision Agriculture Technicians,Writing,3.38
Precision Agriculture Technicians,Speaking,3.75
Precision Agriculture Technicians,Speaking,3.38
Precision Agriculture Technicians,Mathematics,3.25
Precision Agriculture Technicians,Mathematics,3.38
Precision Agriculture Technicians,Science,3.0
Precision Agriculture Technicians,Science,3.12
Precision Agriculture Technicians,Critical Thinking,3.88
Precision Agriculture Technicians,Critical Thinking,3.62
Precision Agriculture Technicians,Active Learning,3.5
Precision Agriculture Technicians,Active Learning,3.75
Precision Agriculture Technicians,Learning Strategies,2.75
Precision Agriculture Technicians,Learning Strategies,2.75
Precision Agriculture Technicians,Monitoring,3.25
Precision Agriculture Technicians,Monitoring,3.5
Precision Agriculture Technicians,Social Perceptiveness,2.88
Precision Agriculture Technicians,Social Perceptiveness,2.88
Precision Agriculture Technicians,Coordination,3.0
Precision Agriculture Technicians,Coordination,3.0
Precision Agriculture Technicians,Persuasion,2.88
Precision Agriculture Technicians,Persuasion,2.88
Precision Agriculture Technicians,Negotiation,2.5
Precision Agriculture Technicians,Negotiation,2.75
Precision Agriculture Technicians,Instructing,2.62
Precision Agriculture Technicians,Instructing,3.0
Precision Agriculture Technicians,Service Orientation,3.0
Precision Agriculture Technicians,Service Orientation,3.0
Precision Agriculture Technicians,Complex Problem Solving,3.25
Precision Agriculture Technicians,Complex Problem Solving,3.25
Precision Agriculture Technicians,Operations Analysis,2.75
Precision Agriculture Technicians,Operations Analysis,3.25
Precision Agriculture Technicians,Technology Design,1.75
Precision Agriculture Technicians,Technology Design,1.0
Precision Agriculture Technicians,Equipment Selection,2.25
Precision Agriculture Technicians,Equipment Selection,2.12
Precision Agriculture Technicians,Installation,1.75
Precision Agriculture Technicians,Installation,1.38
Precision Agriculture Technicians,Programming,2.25
Precision Agriculture Technicians,Programming,1.62
Precision Agriculture Technicians,Operations Monitoring,3.0
Precision Agriculture Technicians,Operations Monitoring,2.88
Precision Agriculture Technicians,Operation and Control,2.75
Precision Agriculture Technicians,Operation and Control,2.75
Precision Agriculture Technicians,Equipment Maintenance,2.62
Precision Agriculture Technicians,Equipment Maintenance,2.38
Precision Agriculture Technicians,Troubleshooting,2.75
Precision Agriculture Technicians,Troubleshooting,2.38
Precision Agriculture Technicians,Repairing,2.5
Precision Agriculture Technicians,Repairing,2.38
Precision Agriculture Technicians,Quality Control Analysis,2.62
Precision Agriculture Technicians,Quality Control Analysis,3.0
Precision Agriculture Technicians,Judgment and Decision Making,3.38
Precision Agriculture Technicians,Judgment and Decision Making,3.5
Precision Agriculture Technicians,Systems Analysis,3.38
Precision Agriculture Technicians,Systems Analysis,3.25
Precision Agriculture Technicians,Systems Evaluation,3.0
Precision Agriculture Technicians,Systems Evaluation,3.25
Precision Agriculture Technicians,Time Management,3.12
Precision Agriculture Technicians,Time Management,2.88
Precision Agriculture Technicians,Management of Financial Resources,1.75
Precision Agriculture Technicians,Management of Financial Resources,0.88
Precision Agriculture Technicians,Management of Material Resources,1.88
Precision Agriculture Technicians,Management of Material Resources,1.12
Precision Agriculture Technicians,Management of Personnel Resources,2.5
Precision Agriculture Technicians,Management of Personnel Resources,2.38
Food Science Technicians,Reading Comprehension,3.62
Food Science Technicians,Reading Comprehension,4.0
Food Science Technicians,Active Listening,3.62
Food Science Technicians,Active Listening,3.38
Food Science Technicians,Writing,3.5
Food Science Technicians,Writing,3.25
Food Science Technicians,Speaking,3.5
Food Science Technicians,Speaking,3.25
Food Science Technicians,Mathematics,2.88
Food Science Technicians,Mathematics,3.12
Food Science Technicians,Science,3.25
Food Science Technicians,Science,3.25
Food Science Technicians,Critical Thinking,3.25
Food Science Technicians,Critical Thinking,3.62
Food Science Technicians,Active Learning,3.0
Food Science Technicians,Active Learning,3.25
Food Science Technicians,Learning Strategies,2.88
Food Science Technicians,Learning Strategies,2.88
Food Science Technicians,Monitoring,3.0
Food Science Technicians,Monitoring,3.12
Food Science Technicians,Social Perceptiveness,2.88
Food Science Technicians,Social Perceptiveness,3.0
Food Science Technicians,Coordination,3.0
Food Science Technicians,Coordination,3.0
Food Science Technicians,Persuasion,2.12
Food Science Technicians,Persuasion,2.12
Food Science Technicians,Negotiation,2.12
Food Science Technicians,Negotiation,2.12
Food Science Technicians,Instructing,2.88
Food Science Technicians,Instructing,3.12
Food Science Technicians,Service Orientation,2.38
Food Science Technicians,Service Orientation,2.38
Food Science Technicians,Complex Problem Solving,3.12
Food Science Technicians,Complex Problem Solving,3.0
Food Science Technicians,Operations Analysis,1.62
Food Science Technicians,Operations Analysis,0.88
Food Science Technicians,Technology Design,1.5
Food Science Technicians,Technology Design,0.5
Food Science Technicians,Equipment Selection,2.12
Food Science Technicians,Equipment Selection,1.88
Food Science Technicians,Installation,1.0
Food Science Technicians,Installation,0.0
Food Science Technicians,Programming,1.5
Food Science Technicians,Programming,0.5
Food Science Technicians,Operations Monitoring,2.75
Food Science Technicians,Operations Monitoring,2.88
Food Science Technicians,Operation and Control,2.0
Food Science Technicians,Operation and Control,1.5
Food Science Technicians,Equipment Maintenance,2.25
Food Science Technicians,Equipment Maintenance,2.12
Food Science Technicians,Troubleshooting,2.38
Food Science Technicians,Troubleshooting,1.88
Food Science Technicians,Repairing,2.12
Food Science Technicians,Repairing,1.88
Food Science Technicians,Quality Control Analysis,3.12
Food Science Technicians,Quality Control Analysis,3.12
Food Science Technicians,Judgment and Decision Making,3.0
Food Science Technicians,Judgment and Decision Making,3.0
Food Science Technicians,Systems Analysis,2.38
Food Science Technicians,Systems Analysis,2.25
Food Science Technicians,Systems Evaluation,2.5
Food Science Technicians,Systems Evaluation,2.5
Food Science Technicians,Time Management,3.0
Food Science Technicians,Time Management,2.88
Food Science Technicians,Management of Financial Resources,1.62
Food Science Technicians,Management of Financial Resources,0.75
Food Science Technicians,Management of Material Resources,2.12
Food Science Technicians,Management of Material Resources,1.75
Food Science Technicians,Management of Personnel Resources,2.62
Food Science Technicians,Management of Personnel Resources,2.62
Biological Technicians,Reading Comprehension,4.0
Biological Technicians,Reading Comprehension,4.62
Biological Technicians,Active Listening,3.75
Biological Technicians,Active Listening,3.75
Biological Technicians,Writing,3.38
Biological Technicians,Writing,3.75
Biological Technicians,Speaking,3.25
Biological Technicians,Speaking,3.75
Biological Technicians,Mathematics,3.0
Biological Technicians,Mathematics,3.62
Biological Technicians,Science,3.75
Biological Technicians,Science,3.62
Biological Technicians,Critical Thinking,3.88
Biological Technicians,Critical Thinking,4.0
Biological Technicians,Active Learning,3.5
Biological Technicians,Active Learning,3.88
Biological Technicians,Learning Strategies,2.88
Biological Technicians,Learning Strategies,2.75
Biological Technicians,Monitoring,3.25
Biological Technicians,Monitoring,3.75
Biological Technicians,Social Perceptiveness,2.75
Biological Technicians,Social Perceptiveness,2.75
Biological Technicians,Coordination,2.75
Biological Technicians,Coordination,2.62
Biological Technicians,Persuasion,2.0
Biological Technicians,Persuasion,2.12
Biological Technicians,Negotiation,1.88
Biological Technicians,Negotiation,1.38
Biological Technicians,Instructing,2.38
Biological Technicians,Instructing,2.5
Biological Technicians,Service Orientation,2.25
Biological Technicians,Service Orientation,2.12
Biological Technicians,Complex Problem Solving,3.25
Biological Technicians,Complex Problem Solving,3.5
Biological Technicians,Operations Analysis,1.88
Biological Technicians,Operations Analysis,1.62
Biological Technicians,Technology Design,1.88
Biological Technicians,Technology Design,1.38
Biological Technicians,Equipment Selection,1.88
Biological Technicians,Equipment Selection,1.5
Biological Technicians,Installation,1.0
Biological Technicians,Installation,0.0
Biological Technicians,Programming,1.88
Biological Technicians,Programming,1.75
Biological Technicians,Operations Monitoring,3.0
Biological Technicians,Operations Monitoring,3.0
Biological Technicians,Operation and Control,2.62
Biological Technicians,Operation and Control,2.75
Biological Technicians,Equipment Maintenance,2.12
Biological Technicians,Equipment Maintenance,1.75
Biological Technicians,Troubleshooting,2.62
Biological Technicians,Troubleshooting,2.62
Biological Technicians,Repairing,1.75
Biological Technicians,Repairing,0.88
Biological Technicians,Quality Control Analysis,2.88
Biological Technicians,Quality Control Analysis,3.12
Biological Technicians,Judgment and Decision Making,3.12
Biological Technicians,Judgment and Decision Making,3.5
Biological Technicians,Systems Analysis,3.0
Biological Technicians,Systems Analysis,3.0
Biological Technicians,Systems Evaluation,2.75
Biological Technicians,Systems Evaluation,2.88
Biological Technicians,Time Management,2.88
Biological Technicians,Time Management,2.88
Biological Technicians,Management of Financial Resources,1.88
Biological Technicians,Management of Financial Resources,1.0
Biological Technicians,Management of Material Resources,2.25
Biological Technicians,Management of Material Resources,2.0
Biological Technicians,Management of Personnel Resources,2.12
Biological Technicians,Management of Personnel Resources,2.12
Chemical Technicians,Reading Comprehension,4.0
Chemical Technicians,Reading Comprehension,4.12
Chemical Technicians,Active Listening,3.88
Chemical Technicians,Active Listening,3.88
Chemical Technicians,Writing,3.88
Chemical Technicians,Writing,4.0
Chemical Technicians,Speaking,3.38
Chemical Technicians,Speaking,3.38
Chemical Technicians,Mathematics,3.0
Chemical Technicians,Mathematics,3.12
Chemical Technicians,Science,4.12
Chemical Technicians,Science,4.12
Chemical Technicians,Critical Thinking,4.0
Chemical Technicians,Critical Thinking,4.12
Chemical Technicians,Active Learning,3.38
Chemical Technicians,Active Learning,3.25
Chemical Technicians,Learning Strategies,3.12
Chemical Technicians,Learning Strategies,3.25
Chemical Technicians,Monitoring,3.88
Chemical Technicians,Monitoring,3.88
Chemical Technicians,Social Perceptiveness,2.88
Chemical Technicians,Social Perceptiveness,2.88
Chemical Technicians,Coordination,3.0
Chemical Technicians,Coordination,3.0
Chemical Technicians,Persuasion,2.62
Chemical Technicians,Persuasion,2.25
Chemical Technicians,Negotiation,2.62
Chemical Technicians,Negotiation,2.62
Chemical Technicians,Instructing,3.0
Chemical Technicians,Instructing,3.12
Chemical Technicians,Service Orientation,2.75
Chemical Technicians,Service Orientation,2.75
Chemical Technicians,Complex Problem Solving,3.12
Chemical Technicians,Complex Problem Solving,3.12
Chemical Technicians,Operations Analysis,2.5
Chemical Technicians,Operations Analysis,2.62
Chemical Technicians,Technology Design,2.0
Chemical Technicians,Technology Design,1.62
Chemical Technicians,Equipment Selection,2.75
Chemical Technicians,Equipment Selection,2.75
Chemical Technicians,Installation,1.0
Chemical Technicians,Installation,0.0
Chemical Technicians,Programming,1.5
Chemical Technicians,Programming,0.62
Chemical Technicians,Operations Monitoring,3.25
Chemical Technicians,Operations Monitoring,3.25
Chemical Technicians,Operation and Control,3.0
Chemical Technicians,Operation and Control,3.0
Chemical Technicians,Equipment Maintenance,2.88
Chemical Technicians,Equipment Maintenance,3.0
Chemical Technicians,Troubleshooting,2.88
Chemical Technicians,Troubleshooting,3.0
Chemical Technicians,Repairing,2.75
Chemical Technicians,Repairing,2.75
Chemical Technicians,Quality Control Analysis,3.12
Chemical Technicians,Quality Control Analysis,3.38
Chemical Technicians,Judgment and Decision Making,3.12
Chemical Technicians,Judgment and Decision Making,3.25
Chemical Technicians,Systems Analysis,3.0
Chemical Technicians,Systems Analysis,3.0
Chemical Technicians,Systems Evaluation,3.12
Chemical Technicians,Systems Evaluation,3.12
Chemical Technicians,Time Management,3.12
Chemical Technicians,Time Management,3.0
Chemical Technicians,Management of Financial Resources,1.75
Chemical Technicians,Management of Financial Resources,1.0
Chemical Technicians,Management of Material Resources,2.25
Chemical Technicians,Management of Material Resources,1.88
Chemical Technicians,Management of Personnel Resources,2.5
Chemical Technicians,Management of Personnel Resources,2.5
"Environmental Science and Protection Technicians, Including Health",Reading Comprehension,3.88
"Environmental Science and Protection Technicians, Including Health",Reading Comprehension,4.0
"Environmental Science and Protection Technicians, Including Health",Active Listening,4.0
"Environmental Science and Protection Technicians, Including Health",Active Listening,4.0
"Environmental Science and Protection Technicians, Including Health",Writing,3.62
"Environmental Science and Protection Technicians, Including Health",Writing,3.88
"Environmental Science and Protection Technicians, Including Health",Speaking,3.75
"Environmental Science and Protection Technicians, Including Health",Speaking,3.75
"Environmental Science and Protection Technicians, Including Health",Mathematics,3.12
"Environmental Science and Protection Technicians, Including Health",Mathematics,3.12
"Environmental Science and Protection Technicians, Including Health",Science,3.62
"Environmental Science and Protection Technicians, Including Health",Science,3.38
"Environmental Science and Protection Technicians, Including Health",Critical Thinking,3.88
"Environmental Science and Protection Technicians, Including Health",Critical Thinking,3.75
"Environmental Science and Protection Technicians, Including Health",Active Learning,3.12
"Environmental Science and Protection Technicians, Including Health",Active Learning,3.12
"Environmental Science and Protection Technicians, Including Health",Learning Strategies,3.0
"Environmental Science and Protection Technicians, Including Health",Learning Strategies,3.12
"Environmental Science and Protection Technicians, Including Health",Monitoring,3.25
"Environmental Science and Protection Technicians, Including Health",Monitoring,3.88
"Environmental Science and Protection Technicians, Including Health",Social Perceptiveness,3.25
"Environmental Science and Protection Technicians, Including Health",Social Perceptiveness,3.12
"Environmental Science and Protection Technicians, Including Health",Coordination,3.0
"Environmental Science and Protection Technicians, Including Health",Coordination,3.0
"Environmental Science and Protection Technicians, Including Health",Persuasion,3.0
"Environmental Science and Protection Technicians, Including Health",Persuasion,3.12
"Environmental Science and Protection Technicians, Including Health",Negotiation,2.75
"Environmental Science and Protection Technicians, Including Health",Negotiation,3.0
"Environmental Science and Protection Technicians, Including Health",Instructing,3.0
"Environmental Science and Protection Technicians, Including Health",Instructing,3.12
"Environmental Science and Protection Technicians, Including Health",Service Orientation,3.12
"Environmental Science and Protection Technicians, Including Health",Service Orientation,2.88
"Environmental Science and Protection Technicians, Including Health",Complex Problem Solving,3.38
"Environmental Science and Protection Technicians, Including Health",Complex Problem Solving,3.38
"Environmental Science and Protection Technicians, Including Health",Operations Analysis,2.88
"Environmental Science and Protection Technicians, Including Health",Operations Analysis,3.0
"Environmental Science and Protection Technicians, Including Health",Technology Design,1.62
"Environmental Science and Protection Technicians, Including Health",Technology Design,0.75
"Environmental Science and Protection Technicians, Including Health",Equipment Selection,2.12
"Environmental Science and Protection Technicians, Including Health",Equipment Selection,1.88
"Environmental Science and Protection Technicians, Including Health",Installation,1.0
"Environmental Science and Protection Technicians, Including Health",Installation,0.0
"Environmental Science and Protection Technicians, Including Health",Programming,1.75
"Environmental Science and Protection Technicians, Including Health",Programming,1.12
"Environmental Science and Protection Technicians, Including Health",Operations Monitoring,3.12
"Environmental Science and Protection Technicians, Including Health",Operations Monitoring,3.12
"Environmental Science and Protection Technicians, Including Health",Operation and Control,2.75
"Environmental Science and Protection Technicians, Including Health",Operation and Control,2.75
"Environmental Science and Protection Technicians, Including Health",Equipment Maintenance,2.38
"Environmental Science and Protection Technicians, Including Health",Equipment Maintenance,2.12
"Environmental Science and Protection Technicians, Including Health",Troubleshooting,2.25
"Environmental Science and Protection Technicians, Including Health",Troubleshooting,2.62
"Environmental Science and Protection Technicians, Including Health",Repairing,2.12
"Environmental Science and Protection Technicians, Including Health",Repairing,2.0
"Environmental Science and Protection Technicians, Including Health",Quality Control Analysis,2.88
"Environmental Science and Protection Technicians, Including Health",Quality Control Analysis,2.88
"Environmental Science and Protection Technicians, Including Health",Judgment and Decision Making,3.25
"Environmental Science and Protection Technicians, Including Health",Judgment and Decision Making,3.38
"Environmental Science and Protection Technicians, Including Health",Systems Analysis,3.0
"Environmental Science and Protection Technicians, Including Health",Systems Analysis,3.25
"Environmental Science and Protection Technicians, Including Health",Systems Evaluation,2.88
"Environmental Science and Protection Technicians, Including Health",Systems Evaluation,3.0
"Environmental Science and Protection Technicians, Including Health",Time Management,3.25
"Environmental Science and Protection Technicians, Including Health",Time Management,3.25
"Environmental Science and Protection Technicians, Including Health",Management of Financial Resources,2.0
"Environmental Science and Protection Technicians, Including Health",Management of Financial Resources,1.5
"Environmental Science and Protection Technicians, Including Health",Management of Material Resources,2.0
"Environmental Science and Protection Technicians, Including Health",Management of Material Resources,1.88
"Environmental Science and Protection Technicians, Including Health",Management of Personnel Resources,2.38
"Environmental Science and Protection Technicians, Including Health",Management of Personnel Resources,3.0
"Geological Technicians, Except Hydrologic Technicians",Reading Comprehension,3.62
"Geological Technicians, Except Hydrologic Technicians",Reading Comprehension,4.0
"Geological Technicians, Except Hydrologic Technicians",Active Listening,3.31
"Geological Technicians, Except Hydrologic Technicians",Active Listening,3.31
"Geological Technicians, Except Hydrologic Technicians",Writing,3.25
"Geological Technicians, Except Hydrologic Technicians",Writing,3.38
"Geological Technicians, Except Hydrologic Technicians",Speaking,3.25
"Geological Technicians, Except Hydrologic Technicians",Speaking,3.31
"Geological Technicians, Except Hydrologic Technicians",Mathematics,2.63
"Geological Technicians, Except Hydrologic Technicians",Mathematics,2.81
"Geological Technicians, Except Hydrologic Technicians",Science,3.12
"Geological Technicians, Except Hydrologic Technicians",Science,3.62
"Geological Technicians, Except Hydrologic Technicians",Critical Thinking,3.62
"Geological Technicians, Except Hydrologic Technicians",Critical Thinking,3.38
"Geological Technicians, Except Hydrologic Technicians",Active Learning,2.81
"Geological Technicians, Except Hydrologic Technicians",Active Learning,2.87
"Geological Technicians, Except Hydrologic Technicians",Learning Strategies,2.5
"Geological Technicians, Except Hydrologic Technicians",Learning Strategies,2.44
"Geological Technicians, Except Hydrologic Technicians",Monitoring,3.19
"Geological Technicians, Except Hydrologic Technicians",Monitoring,3.31
"Geological Technicians, Except Hydrologic Technicians",Social Perceptiveness,2.88
"Geological Technicians, Except Hydrologic Technicians",Social Perceptiveness,2.88
"Geological Technicians, Except Hydrologic Technicians",Coordination,2.94
"Geological Technicians, Except Hydrologic Technicians",Coordination,2.94
"Geological Technicians, Except Hydrologic Technicians",Persuasion,2.75
"Geological Technicians, Except Hydrologic Technicians",Persuasion,2.37
"Geological Technicians, Except Hydrologic Technicians",Negotiation,2.12
"Geological Technicians, Except Hydrologic Technicians",Negotiation,2.0
"Geological Technicians, Except Hydrologic Technicians",Instructing,2.31
"Geological Technicians, Except Hydrologic Technicians",Instructing,2.5
"Geological Technicians, Except Hydrologic Technicians",Service Orientation,2.38
"Geological Technicians, Except Hydrologic Technicians",Service Orientation,2.25
"Geological Technicians, Except Hydrologic Technicians",Complex Problem Solving,2.94
"Geological Technicians, Except Hydrologic Technicians",Complex Problem Solving,3.0
"Geological Technicians, Except Hydrologic Technicians",Operations Analysis,2.06
"Geological Technicians, Except Hydrologic Technicians",Operations Analysis,2.31
"Geological Technicians, Except Hydrologic Technicians",Technology Design,1.75
"Geological Technicians, Except Hydrologic Technicians",Technology Design,1.06
"Geological Technicians, Except Hydrologic Technicians",Equipment Selection,2.06
"Geological Technicians, Except Hydrologic Technicians",Equipment Selection,1.62
"Geological Technicians, Except Hydrologic Technicians",Installation,1.06
"Geological Technicians, Except Hydrologic Technicians",Installation,0.19
"Geological Technicians, Except Hydrologic Technicians",Programming,1.75
"Geological Technicians, Except Hydrologic Technicians",Programming,1.06
"Geological Technicians, Except Hydrologic Technicians",Operations Monitoring,2.81
"Geological Technicians, Except Hydrologic Technicians",Operations Monitoring,3.12
"Geological Technicians, Except Hydrologic Technicians",Operation and Control,2.69
"Geological Technicians, Except Hydrologic Technicians",Operation and Control,2.81
"Geological Technicians, Except Hydrologic Technicians",Equipment Maintenance,1.94
"Geological Technicians, Except Hydrologic Technicians",Equipment Maintenance,1.44
"Geological Technicians, Except Hydrologic Technicians",Troubleshooting,2.44
"Geological Technicians, Except Hydrologic Technicians",Troubleshooting,2.31
"Geological Technicians, Except Hydrologic Technicians",Repairing,1.94
"Geological Technicians, Except Hydrologic Technicians",Repairing,1.5
"Geological Technicians, Except Hydrologic Technicians",Quality Control Analysis,2.5
"Geological Technicians, Except Hydrologic Technicians",Quality Control Analysis,2.75
"Geological Technicians, Except Hydrologic Technicians",Judgment and Decision Making,3.0
"Geological Technicians, Except Hydrologic Technicians",Judgment and Decision Making,2.94
"Geological Technicians, Except Hydrologic Technicians",Systems Analysis,2.75
"Geological Technicians, Except Hydrologic Technicians",Systems Analysis,2.81
"Geological Technicians, Except Hydrologic Technicians",Systems Evaluation,2.56
"Geological Technicians, Except Hydrologic Technicians",Systems Evaluation,2.56
"Geological Technicians, Except Hydrologic Technicians",Time Management,3.06
"Geological Technicians, Except Hydrologic Technicians",Time Management,2.94
"Geological Technicians, Except Hydrologic Technicians",Management of Financial Resources,1.69
"Geological Technicians, Except Hydrologic Technicians",Management of Financial Resources,1.06
"Geological Technicians, Except Hydrologic Technicians",Management of Material Resources,1.88
"Geological Technicians, Except Hydrologic Technicians",Management of Material Resources,1.5
"Geological Technicians, Except Hydrologic Technicians",Management of Personnel Resources,2.38
"Geological Technicians, Except Hydrologic Technicians",Management of Personnel Resources,2.62
Nuclear Technicians,Reading Comprehension,3.62
Nuclear Technicians,Reading Comprehension,4.0
Nuclear Technicians,Active Listening,4.0
Nuclear Technicians,Active Listening,4.0
Nuclear Technicians,Writing,3.12
Nuclear Technicians,Writing,3.0
Nuclear Technicians,Speaking,3.75
Nuclear Technicians,Speaking,3.62
Nuclear Technicians,Mathematics,2.88
Nuclear Technicians,Mathematics,3.38
Nuclear Technicians,Science,3.0
Nuclear Technicians,Science,3.12
Nuclear Technicians,Critical Thinking,3.88
Nuclear Technicians,Critical Thinking,3.62
Nuclear Technicians,Active Learning,3.0
Nuclear Technicians,Active Learning,3.12
Nuclear Technicians,Learning Strategies,2.62
Nuclear Technicians,Learning Strategies,2.5
Nuclear Technicians,Monitoring,4.0
Nuclear Technicians,Monitoring,4.0
Nuclear Technicians,Social Perceptiveness,2.88
Nuclear Technicians,Social Perceptiveness,2.38
Nuclear Technicians,Coordination,2.88
Nuclear Technicians,Coordination,2.88
Nuclear Technicians,Persuasion,2.12
Nuclear Technicians,Persuasion,2.12
Nuclear Technicians,Negotiation,2.12
Nuclear Technicians,Negotiation,2.12
Nuclear Technicians,Instructing,2.25
Nuclear Technicians,Instructing,2.25
Nuclear Technicians,Service Orientation,2.12
Nuclear Technicians,Service Orientation,2.12
Nuclear Technicians,Complex Problem Solving,3.25
Nuclear Technicians,Complex Problem Solving,3.0
Nuclear Technicians,Operations Analysis,1.25
Nuclear Technicians,Operations Analysis,0.38
Nuclear Technicians,Technology Design,1.88
Nuclear Technicians,Technology Design,1.38
Nuclear Technicians,Equipment Selection,2.12
Nuclear Technicians,Equipment Selection,2.0
Nuclear Technicians,Installation,1.0
Nuclear Technicians,Installation,0.0
Nuclear Technicians,Programming,1.62
Nuclear Technicians,Programming,0.75
Nuclear Technicians,Operations Monitoring,4.0
Nuclear Technicians,Operations Monitoring,4.0
Nuclear Technicians,Operation and Control,3.62
Nuclear Technicians,Operation and Control,3.75
Nuclear Technicians,Equipment Maintenance,2.88
Nuclear Technicians,Equipment Maintenance,2.88
Nuclear Technicians,Troubleshooting,3.0
Nuclear Technicians,Troubleshooting,3.5
Nuclear Technicians,Repairing,2.88
Nuclear Technicians,Repairing,3.38
Nuclear Technicians,Quality Control Analysis,3.12
Nuclear Technicians,Quality Control Analysis,3.25
Nuclear Technicians,Judgment and Decision Making,3.25
Nuclear Technicians,Judgment and Decision Making,3.62
Nuclear Technicians,Systems Analysis,2.38
Nuclear Technicians,Systems Analysis,2.75
Nuclear Technicians,Systems Evaluation,2.5
Nuclear Technicians,Systems Evaluation,2.62
Nuclear Technicians,Time Management,3.0
Nuclear Technicians,Time Management,3.0
Nuclear Technicians,Management of Financial Resources,1.75
Nuclear Technicians,Management of Financial Resources,0.75
Nuclear Technicians,Management of Material Resources,1.88
Nuclear Technicians,Management of Material Resources,0.88
Nuclear Technicians,Management of Personnel Resources,2.12
Nuclear Technicians,Management of Personnel Resources,2.0
