id,position_code,position_name,level,sort,city_only,deleted,parent_code,parent_name,g_parent_code,g_parent_name,combine_code,combine_name,mark,belong
222554,150100,人力资源,2,1,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150100.0,人力资源,0,0
222562,150200,行政,2,1,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150200.0,行政,0,0
222567,150300,财务,2,1,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150300.0,财务,0,0
222585,150500,法务,2,1,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150500.0,法务,0,0
222773,150600,其他职能职位,2,61,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150600.0,其他职能职位,0,0
222555,150101,人力资源主管,3,1,0.0,1,150100,人力资源,150000,人事/财务/行政,150101.0,人力资源主管,11,0
222556,150102,招聘,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150102.0,招聘,11,0
222557,150103,HRBP,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150103.0,HRBP,11,0
222558,150104,人力资源专员/助理,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150104.0,人力资源专员/助理,11,0
222559,150105,培训,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150105.0,培训,11,0
222560,150106,薪酬绩效,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150106.0,薪酬绩效,11,0
222561,150107,绩效考核,3,1,0.0,1,150100,人力资源,150000,人事/财务/行政,150107.0,绩效考核,11,0
222574,150403,人力资源经理/主管,3,1,0.0,0,150100,人力资源,150000,人事/财务/行政,150403.0,人力资源经理/主管,11,0
222894,150406,人力资源VP/CHO,3,1,0.0,1,150100,人力资源,150000,人事/财务/行政,150406.0,人力资源VP/CHO,11,0
223174,150108,人力资源总监,3,9,0.0,0,150100,人力资源,150000,人事/财务/行政,150108.0,人力资源总监,11,0
223175,150109,员工关系,3,10,0.0,0,150100,人力资源,150000,人事/财务/行政,150109.0,员工关系,11,0
223176,150110,组织发展,3,11,0.0,0,150100,人力资源,150000,人事/财务/行政,150110.0,组织发展,11,0
223608,150111,企业文化,3,0,0.0,0,150100,人力资源,150000,人事/财务/行政,150111.0,企业文化,11,0
222563,150201,行政专员/助理,3,1,0.0,0,150200,行政,150000,人事/财务/行政,150201.0,行政专员/助理,11,0
222564,150202,前台,3,1,0.0,0,150200,行政,150000,人事/财务/行政,150202.0,前台,11,0
222566,150204,行政主管,3,1,0.0,1,150200,行政,150000,人事/财务/行政,150204.0,行政主管,11,0
222572,150401,行政经理/主管,3,1,0.0,0,150200,行政,150000,人事/财务/行政,150401.0,行政经理/主管,11,0
222650,150205,经理助理,3,1,0.0,0,150200,行政,150000,人事/财务/行政,150205.0,经理助理,11,0
222651,150207,后勤,3,1,0.0,0,150200,行政,150000,人事/财务/行政,150207.0,后勤,11,0
223173,150209,行政总监,3,5,0.0,0,150200,行政,150000,人事/财务/行政,150209.0,行政总监,11,0
223634,150210,文员,3,0,0.0,0,150200,行政,150000,人事/财务/行政,150210.0,文员,11,0
222568,150301,会计,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150301.0,会计,11,0
222569,150302,出纳,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150302.0,出纳,11,0
222570,150303,财务顾问,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150303.0,财务顾问,11,0
222573,150402,财务经理/主管,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150402.0,财务经理/主管,11,0
222575,150404,CFO,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150404.0,CFO,11,0
222652,150304,结算会计,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150304.0,结算会计,11,0
222653,150305,税务,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150305.0,税务,11,0
222654,150306,审计,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150306.0,审计,11,0
223169,150308,财务总监/VP,3,7,0.0,0,150300,财务,150000,人事/财务/行政,150308.0,财务总监/VP,11,0
223170,150309,财务主管,3,8,0.0,1,150300,财务,150000,人事/财务/行政,150309.0,财务主管,11,0
223309,150399,财务,3,0,0.0,1,150300,财务,150000,人事/财务/行政,150399.0,财务,11,0
223434,150310,成本会计,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150310.0,成本会计,11,0
223513,150311,总账会计,3,1,0.0,0,150300,财务,150000,人事/财务/行政,150311.0,总账会计,11,0
223550,150312,建筑/工程会计,3,0,0.0,0,150300,财务,150000,人事/财务/行政,150312.0,建筑/工程会计,11,0
223551,150313,税务外勤会计,3,0,0.0,0,150300,财务,150000,人事/财务/行政,150313.0,税务外勤会计,11,0
223552,150314,统计员,3,0,0.0,0,150300,财务,150000,人事/财务/行政,150314.0,统计员,11,0
223612,150315,财务分析/财务BP,3,0,0.0,1,150300,财务,150000,人事/财务/行政,150315.0,财务分析/财务BP,11,0
223618,150316,财务分析/财务BP,3,0,0.0,0,150300,财务,150000,人事/财务/行政,150316.0,财务分析/财务BP,11,0
223064,150407,总裁/总经理/CEO,3,1,0.0,0,150400,高级管理职位,310000,高级管理,150407.0,总裁/总经理/CEO,11,0
223065,150408,副总裁/副总经理/VP,3,1,0.0,0,150400,高级管理职位,310000,高级管理,150408.0,副总裁/副总经理/VP,11,0
223066,150409,分公司/代表处负责人,3,1,0.0,0,150400,高级管理职位,310000,高级管理,150409.0,分公司/代表处负责人,11,0
223067,150410,区域负责人(辖多个分公司),3,1,0.0,0,150400,高级管理职位,310000,高级管理,150410.0,区域负责人(辖多个分公司),11,0
223068,150411,总助/CEO助理/董事长助理,3,1,0.0,0,150400,高级管理职位,310000,高级管理,150411.0,总助/CEO助理/董事长助理,11,0
223069,150412,合伙人,3,1,0.0,1,150400,高级管理职位,310000,高级管理,150412.0,合伙人,11,0
223070,150413,联合创始人,3,1,0.0,0,150400,高级管理职位,310000,高级管理,150413.0,联合创始人,11,0
223172,150414,董事会秘书,3,5,0.0,0,150400,高级管理职位,310000,高级管理,150414.0,董事会秘书,11,0
223310,150499,高级管理职位,3,0,0.0,0,150400,高级管理职位,310000,高级管理,150499.0,高级管理职位,11,0
222576,200000,其他,1,181,0.0,0,200000,其他,200000,其他,200000.0,其他,0,0
222577,200100,其他职位类别,2,1,0.0,0,200000,其他,200000,其他,200100.0,其他职位类别,0,0
222661,200101,其他职位,3,1,0.0,0,200100,其他职位类别,200000,其他,200101.0,其他职位,11,0
222538,140300,销售,2,1,0.0,0,160000,销售,160000,销售,140300.0,销售,0,0
222581,160000,销售,1,71,0.0,0,160000,销售,160000,销售,160000.0,销售,0,0
222584,160100,销售管理,2,21,0.0,0,160000,销售,160000,销售,160100.0,销售管理,0,0
222775,160200,其他销售职位,2,31,0.0,0,160000,销售,160000,销售,160200.0,其他销售职位,0,0
222964,190600,课程销售,2,7,0.0,0,160000,销售,160000,销售,190600.0,课程销售,0,0
222993,210500,医疗销售,2,7,0.0,0,160000,销售,160000,销售,210500.0,医疗销售,0,0
223505,160300,销售行政/商务,2,0,0.0,0,160000,销售,160000,销售,160300.0,销售行政/商务,0,0
223508,160400,房地产销售/招商,2,0,0.0,0,160000,销售,160000,销售,160400.0,房地产销售/招商,0,0
223525,160500,服务业销售,2,0,0.0,0,160000,销售,160000,销售,160500.0,服务业销售,0,0
223526,160600,汽车销售,2,0,0.0,0,160000,销售,160000,销售,160600.0,汽车销售,0,0
223527,160700,广告/会展销售,2,0,0.0,0,160000,销售,160000,销售,160700.0,广告/会展销售,0,0
223528,160800,金融销售,2,0,0.0,0,160000,销售,160000,销售,160800.0,金融销售,0,0
223529,160900,外贸销售,2,0,0.0,0,160000,销售,160000,销售,160900.0,外贸销售,0,0
222607,100801,硬件工程师,3,1,0.0,0,100800,硬件开发,100000,技术,100801.0,硬件工程师,11,0
222608,100802,嵌入式,3,1,0.0,0,100800,硬件开发,100000,技术,100802.0,嵌入式,11,0
222609,100803,自动化,3,1,0.0,0,100800,硬件开发,100000,技术,100803.0,自动化,11,0
222610,100804,单片机,3,1,0.0,0,100800,硬件开发,100000,技术,100804.0,单片机,11,0
222611,100805,电路设计,3,1,0.0,0,100800,硬件开发,100000,技术,100805.0,电路设计,11,0
222612,100806,驱动开发,3,1,0.0,0,100800,硬件开发,100000,技术,100806.0,驱动开发,11,0
222613,100807,系统集成,3,1,0.0,0,100800,硬件开发,100000,技术,100807.0,系统集成,11,0
222614,100808,FPGA开发,3,1,0.0,0,100800,硬件开发,100000,技术,100808.0,FPGA开发,11,0
222615,100809,DSP开发,3,1,0.0,0,100800,硬件开发,100000,技术,100809.0,DSP开发,11,0
222616,100810,ARM开发,3,1,0.0,0,100800,硬件开发,100000,技术,100810.0,ARM开发,11,0
222617,100811,PCB工艺,3,1,0.0,0,100800,硬件开发,100000,技术,100811.0,PCB工艺,11,0
222618,100812,模具设计,3,1,0.0,1,100800,硬件开发,100000,技术,100812.0,模具设计,0,0
222620,100814,材料工程师,3,1,0.0,1,100800,硬件开发,100000,技术,100814.0,材料工程师,0,0
222622,100816,射频工程师,3,1,0.0,0,100800,硬件开发,100000,技术,100816.0,射频工程师,11,0
223553,100818,光学工程师,3,0,0.0,0,100800,硬件开发,100000,技术,100818.0,光学工程师,11,0
222623,100901,前端开发工程师,3,1,0.0,0,100900,前端开发,100000,技术,100205.0,移动web前端,11,0
222624,100902,JavaScript,3,1,0.0,1,100900,前端开发,100000,技术,100902.0,JavaScript,11,0
222625,100903,Flash开发,3,1,0.0,0,100900,前端开发,100000,技术,100903.0,Flash开发,11,0
222626,100904,HTML5,3,1,0.0,1,100900,前端开发,100000,技术,100904.0,HTML5,11,0
223295,100999,前端开发,3,0,0.0,1,100900,前端开发,100000,技术,100999.0,前端开发,11,0
222540,140302,销售经理,3,1,0.0,0,160100,销售管理,160000,销售,140302.0,销售经理,11,0
222549,140402,销售总监,3,1,0.0,0,160100,销售管理,160000,销售,140402.0,销售总监,11,0
222891,160101,区域总监,3,1,0.0,0,160100,销售管理,160000,销售,160101.0,区域总监,11,0
222892,160102,城市经理,3,1,0.0,0,160100,销售管理,160000,销售,160102.0,城市经理,11,0
222893,160103,销售VP,3,1,0.0,0,160100,销售管理,160000,销售,160103.0,销售VP,11,0
223104,160104,团队经理,3,1,0.0,0,160100,销售管理,160000,销售,160104.0,团队经理,11,0
223312,160199,销售管理,3,0,0.0,1,160100,销售管理,160000,销售,160199.0,销售管理,11,0
222565,150203,法务专员/助理,3,1,0.0,0,150500,法务,150000,人事/财务/行政,150203.0,法务专员/助理,11,0
222656,150502,律师,3,1,0.0,0,150500,法务,150000,人事/财务/行政,150502.0,律师,11,0
222658,150504,法律顾问,3,1,0.0,0,150500,法务,150000,人事/财务/行政,150504.0,法律顾问,11,0
222659,150505,法务主管,3,1,0.0,1,150500,法务,150000,人事/财务/行政,150505.0,法务主管,11,0
222660,150506,法务经理/主管,3,1,0.0,0,150500,法务,150000,人事/财务/行政,150506.0,法务经理/主管,11,0
223171,150507,法务总监,3,8,0.0,0,150500,法务,150000,人事/财务/行政,150507.0,法务总监,11,0
222662,170000,传媒,1,81,0.0,0,170000,传媒,170000,传媒,170000.0,传媒,0,0
222666,170100,采编/写作/出版,2,2,0.0,0,170000,传媒,170000,传媒,170100.0,采编/写作/出版,0,0
222667,170200,广告,2,5,0.0,0,170000,传媒,170000,传媒,170200.0,广告,0,0
222668,170300,公关媒介,2,3,0.0,0,170000,传媒,170000,传媒,170300.0,公关媒介,0,0
222669,170400,会务会展,2,4,0.0,1,170000,传媒,170000,传媒,170400.0,会务会展,0,0
222777,170500,其他传媒职位,2,51,0.0,0,170000,传媒,170000,传媒,170500.0,其他传媒职位,0,0
222873,170600,影视媒体,2,6,0.0,0,170000,传媒,170000,传媒,170600.0,影视媒体,0,0
222663,180000,金融,1,91,0.0,0,180000,金融,180000,金融,180000.0,金融,0,0
222670,180100,投融资,2,2,0.0,0,180000,金融,180000,金融,180100.0,投融资,0,0
222903,180200,中后台,2,7,0.0,0,180000,金融,180000,金融,180200.0,中后台,0,0
222908,180300,税务审计,2,4,0.0,1,180000,金融,180000,金融,180300.0,税务审计,0,0
222913,180400,银行,2,3,0.0,0,180000,金融,180000,金融,180400.0,银行,0,0
222920,180500,互联网金融,2,8,0.0,0,180000,金融,180000,金融,180500.0,互联网金融,0,0
222927,180600,其他金融职位,2,9,0.0,0,180000,金融,180000,金融,180600.0,其他金融职位,0,0
223072,180700,保险,2,4,0.0,0,180000,金融,180000,金融,180700.0,保险,0,0
223275,180800,证券/基金/期货,2,1,0.0,0,180000,金融,180000,金融,180800.0,证券/基金/期货,0,0
222664,190000,教育培训,1,111,0.0,0,190000,教育培训,190000,教育培训,190000.0,教育培训,0,0
222671,190100,教育产品研发,2,2,0.0,0,190000,教育培训,190000,教育培训,190100.0,教育产品研发,0,0
222930,190200,教育行政,2,7,0.0,0,190000,教育培训,190000,教育培训,190200.0,教育行政,0,0
222935,190300,教师,2,7,0.0,0,190000,教育培训,190000,教育培训,190300.0,教师,0,0
222948,190400,IT培训,2,7,0.0,0,190000,教育培训,190000,教育培训,190400.0,IT培训,0,0
222960,190500,职业培训,2,7,0.0,0,190000,教育培训,190000,教育培训,190500.0,职业培训,0,0
222968,190700,特长培训,2,7,0.0,0,190000,教育培训,190000,教育培训,190700.0,特长培训,0,0
222974,190800,其他教育培训职位,2,7,0.0,0,190000,教育培训,190000,教育培训,190800.0,其他教育培训职位,0,0
222665,210000,医疗健康,1,121,0.0,0,210000,医疗健康,210000,医疗健康,210000.0,医疗健康,0,0
222672,210100,生物制药,2,4,0.0,0,210000,医疗健康,210000,医疗健康,210100.0,生物制药,0,0
222980,210200,护士/护理,2,2,0.0,0,210000,医疗健康,210000,医疗健康,210200.0,护士/护理,0,0
222982,210300,医生/医技,2,1,0.0,0,210000,医疗健康,210000,医疗健康,210300.0,医生/医技,0,0
222988,210400,健康整形,2,3,0.0,0,210000,医疗健康,210000,医疗健康,210400.0,健康整形,0,0
223006,210700,其他医疗健康职位,2,8,0.0,0,210000,医疗健康,210000,医疗健康,210700.0,其他医疗健康职位,0,0
223187,210800,药店,2,6,0.0,0,210000,医疗健康,210000,医疗健康,210800.0,药店,0,0
223369,210900,医疗器械,2,5,0.0,0,210000,医疗健康,210000,医疗健康,210900.0,医疗器械,0,0
223445,211000,临床试验,2,0,0.0,0,210000,医疗健康,210000,医疗健康,211000.0,临床试验,0,0
222735,170101,记者/采编,3,2,0.0,0,170100,采编/写作/出版,170000,传媒,170101.0,记者/采编,11,0
222736,170102,编辑,3,3,0.0,0,170100,采编/写作/出版,170000,传媒,170102.0,编辑,11,0
222737,170103,采编,3,4,0.0,1,170100,采编/写作/出版,170000,传媒,170103.0,采编,11,0
222738,170104,作者/撰稿人,3,5,0.0,0,170100,采编/写作/出版,170000,传媒,170104.0,作者/撰稿人,11,0
222739,170105,出版发行,3,6,0.0,0,170100,采编/写作/出版,170000,传媒,170105.0,出版发行,11,0
222740,170106,校对录入,3,7,0.0,0,170100,采编/写作/出版,170000,传媒,170106.0,校对录入,11,0
222741,170107,总编,3,8,0.0,1,170100,采编/写作/出版,170000,传媒,170107.0,总编,11,0
223313,170199,采编/写作/出版,3,0,0.0,1,170100,采编/写作/出版,170000,传媒,170199.0,采编/写作/出版,11,0
223487,170109,印刷排版,3,1,0.0,0,170100,采编/写作/出版,170000,传媒,170109.0,印刷排版,11,0
222719,170201,广告创意设计,3,2,0.0,0,170200,广告,170000,传媒,140601.0,广告创意设计,11,0
222720,170202,美术指导,3,3,0.0,0,170200,广告,170000,传媒,140602.0,美术指导,11,0
222721,170203,广告设计,3,4,0.0,0,170200,广告,170000,传媒,120108.0,广告设计,11,0
222722,170204,策划经理,3,5,0.0,0,170200,广告,170000,传媒,140604.0,策划经理,11,0
222723,170205,广告文案,3,6,0.0,0,170200,广告,170000,传媒,140605.0,广告文案,11,0
222724,170207,广告制作,3,8,0.0,0,170200,广告,170000,传媒,140607.0,广告制作,11,0
222725,170208,媒介投放,3,9,0.0,0,170200,广告,170000,传媒,140608.0,媒介投放,11,0
222726,170209,媒介合作,3,10,0.0,0,170200,广告,170000,传媒,140609.0,媒介合作,11,0
222727,170210,媒介顾问,3,11,0.0,1,170200,广告,170000,传媒,170210.0,媒介顾问,11,0
222728,170211,广告审核,3,12,0.0,0,170200,广告,170000,传媒,140611.0,广告审核,11,0
223314,170299,广告,3,0,0.0,1,170200,广告,170000,传媒,170299.0,广告,11,0
223488,170212,广告/会展项目经理,3,1,0.0,0,170200,广告,170000,传媒,140612.0,广告/会展项目经理,11,0
222713,170301,媒介经理,3,2,0.0,0,170300,公关媒介,170000,传媒,140201.0,媒介经理,11,0
222714,170302,媒介专员,3,3,0.0,0,170300,公关媒介,170000,传媒,140204.0,媒介专员,11,0
222715,170303,广告客户执行,3,4,0.0,0,170300,公关媒介,170000,传媒,140202.0,广告客户执行,11,0
222716,170304,品牌公关,3,5,0.0,0,170300,公关媒介,170000,传媒,140203.0,品牌公关,11,0
222717,170305,活动策划执行,3,6,0.0,0,170300,公关媒介,170000,传媒,140205.0,活动策划执行,11,0
222718,170306,媒介策划,3,7,0.0,0,170300,公关媒介,170000,传媒,140206.0,媒介策划,11,0
223315,170399,公关媒介,3,0,0.0,1,170300,公关媒介,170000,传媒,170399.0,公关媒介,11,0
222729,170401,会议活动销售,3,2,0.0,1,170400,会务会展,170000,传媒,170401.0,会议活动销售,11,0
222730,170402,会议活动策划,3,3,0.0,1,170400,会务会展,170000,传媒,170402.0,会议活动策划,11,0
222731,170403,会议活动执行,3,4,0.0,1,170400,会务会展,170000,传媒,170403.0,会议活动执行,11,0
222732,170404,会展活动销售,3,5,0.0,1,170400,会务会展,170000,传媒,170404.0,会展活动销售,11,0
222733,170405,会展活动策划,3,6,0.0,1,170400,会务会展,170000,传媒,170405.0,会展活动策划,11,0
222734,170406,会展活动执行,3,7,0.0,1,170400,会务会展,170000,传媒,170406.0,会展活动执行,11,0
223316,170499,会务会展,3,0,0.0,1,170400,会务会展,170000,传媒,170499.0,会务会展,11,0
222742,180101,投资经理,3,2,0.0,0,180100,投融资,180000,金融,180505.0,投资经理,11,0
222744,180103,行业研究,3,4,0.0,0,180100,投融资,180000,金融,180103.0,行业研究,11,0
222779,180111,其他投融资职位,3,19,0.0,0,180100,投融资,180000,金融,180111.0,其他投融资职位,11,0
222897,180112,投资总监/VP,3,12,0.0,0,180100,投融资,180000,金融,180112.0,投资总监/VP,11,0
222898,180113,投资VP,3,13,0.0,1,180100,投融资,180000,金融,180113.0,投资VP,11,0
222899,180114,投资合伙人,3,14,0.0,1,180100,投融资,180000,金融,180114.0,投资合伙人,11,0
222900,180115,融资,3,15,0.0,0,180100,投融资,180000,金融,180115.0,融资,11,0
222901,180116,并购,3,16,0.0,0,180100,投融资,180000,金融,180116.0,并购,11,0
222902,180117,投后管理,3,17,0.0,0,180100,投融资,180000,金融,180117.0,投后管理,11,0
223071,180118,投资助理,3,18,0.0,0,180100,投融资,180000,金融,180118.0,投资助理,11,0
223117,180119,投资顾问,3,19,0.0,1,180100,投融资,180000,金融,180119.0,投资顾问,11,0
223318,180199,投融资,3,0,0.0,1,180100,投融资,180000,金融,180199.0,投融资,11,0
223642,180120,投资者关系/证券事务代表,3,0,0.0,0,180100,投融资,180000,金融,180120.0,投资者关系/证券事务代表,11,0
222752,190101,课程设计,3,2,0.0,0,190100,教育产品研发,190000,教育培训,190101.0,课程设计,11,0
222753,190102,课程编辑,3,3,0.0,0,190100,教育产品研发,190000,教育培训,190102.0,课程编辑,11,0
222754,190103,教师,3,4,0.0,1,190100,教育产品研发,190000,教育培训,190103.0,教师,0,0
222755,190104,培训研究,3,5,0.0,0,190100,教育产品研发,190000,教育培训,190104.0,培训研究,11,0
222756,190105,培训师,3,6,0.0,0,190100,教育产品研发,190000,教育培训,190105.0,培训师,11,0
222780,190106,其他教育产品研发职位,3,8,0.0,0,190100,教育产品研发,190000,教育培训,190106.0,其他教育产品研发职位,11,0
222929,190107,培训策划,3,7,0.0,0,190100,教育产品研发,190000,教育培训,190107.0,培训策划,11,0
223322,190199,教育产品研发,3,0,0.0,1,190100,教育产品研发,190000,教育培训,190199.0,教育产品研发,11,0
222762,210106,医学总监,3,7,0.0,1,210100,生物制药,210000,医疗健康,210106.0,医学总监,11,0
222976,210108,医药研发,3,8,0.0,0,210100,生物制药,210000,医疗健康,210108.0,医药研发,11,0
223177,210115,生物学研究人员,3,1,0.0,0,210100,生物制药,210000,医疗健康,210115.0,生物学研究人员,11,0
223178,210116,药品注册,3,1,0.0,0,210100,生物制药,210000,医疗健康,210116.0,药品注册,11,0
223179,210117,药品生产,3,1,0.0,0,210100,生物制药,210000,医疗健康,210117.0,药品生产,11,0
223484,210123,医药项目经理,3,1,0.0,0,210100,生物制药,210000,医疗健康,210123.0,医药项目经理,11,0
223589,210124,细胞培养员,3,0,0.0,0,210100,生物制药,210000,医疗健康,210124.0,细胞培养员,11,0
223593,210125,药物分析,3,0,0.0,0,210100,生物制药,210000,医疗健康,210125.0,药物分析,11,0
223594,210126,药物合成,3,0,0.0,0,210100,生物制药,210000,医疗健康,210126.0,药物合成,11,0
223596,210127,医疗产品技术支持,3,0,0.0,0,210100,生物制药,210000,医疗健康,210127.0,医疗产品技术支持,11,0
223639,210128,生物信息工程师,3,0,0.0,0,210100,生物制药,210000,医疗健康,210128.0,生物信息工程师,11,0
222676,101001,通信技术工程师,3,2,0.0,0,101000,通信,100000,技术,101001.0,通信技术工程师,11,0
222677,101002,通信研发工程师,3,3,0.0,0,101000,通信,100000,技术,101002.0,通信研发工程师,11,0
222678,101003,数据通信工程师,3,4,0.0,0,101000,通信,100000,技术,101003.0,数据通信工程师,11,0
222679,101004,移动通信工程师,3,5,0.0,0,101000,通信,100000,技术,101004.0,移动通信工程师,11,0
222680,101005,电信网络工程师,3,6,0.0,0,101000,通信,100000,技术,101005.0,电信网络工程师,11,0
222681,101006,电信交换工程师,3,7,0.0,0,101000,通信,100000,技术,101006.0,电信交换工程师,11,0
222682,101007,有线传输工程师,3,8,0.0,0,101000,通信,100000,技术,101007.0,有线传输工程师,11,0
222683,101008,无线/射频通信工程师,3,9,0.0,0,101000,通信,100000,技术,101008.0,无线/射频通信工程师,11,0
222684,101009,通信电源工程师,3,10,0.0,0,101000,通信,100000,技术,101009.0,通信电源工程师,11,0
222685,101010,通信标准化工程师,3,11,0.0,0,101000,通信,100000,技术,101010.0,通信标准化工程师,11,0
222686,101011,通信项目专员,3,12,0.0,0,101000,通信,100000,技术,101011.0,通信项目专员,11,0
222687,101012,通信项目经理,3,13,0.0,0,101000,通信,100000,技术,101012.0,通信项目经理,11,0
222688,101013,核心网工程师,3,14,0.0,0,101000,通信,100000,技术,101013.0,核心网工程师,11,0
222689,101014,通信测试工程师,3,15,0.0,0,101000,通信,100000,技术,101014.0,通信测试工程师,11,0
222690,101015,通信设备工程师,3,16,0.0,0,101000,通信,100000,技术,101015.0,通信设备工程师,11,0
222691,101016,光通信工程师,3,17,0.0,0,101000,通信,100000,技术,101016.0,光通信工程师,11,0
222692,101017,光传输工程师,3,18,0.0,0,101000,通信,100000,技术,101017.0,光传输工程师,11,0
222693,101018,光网络工程师,3,19,0.0,0,101000,通信,100000,技术,101018.0,光网络工程师,11,0
222697,140601,广告创意设计,3,2,0.0,0,140600,广告,140000,市场,140601.0,广告创意设计,11,0
222698,140602,美术指导,3,3,0.0,0,140600,广告,140000,市场,140602.0,美术指导,11,0
222699,140603,广告设计,3,4,0.0,0,140600,广告,140000,市场,120108.0,广告设计,11,0
222700,140604,策划经理,3,5,0.0,0,140600,广告,140000,市场,140604.0,策划经理,11,0
222701,140605,广告文案,3,6,0.0,0,140600,广告,140000,市场,140605.0,广告文案,11,0
222702,140607,广告制作,3,8,0.0,0,140600,广告,140000,市场,140607.0,广告制作,21,0
222703,140608,媒介投放,3,9,0.0,0,140600,广告,140000,市场,140608.0,媒介投放,11,0
222704,140609,媒介合作,3,10,0.0,0,140600,广告,140000,市场,140609.0,媒介合作,11,0
222706,140611,广告审核,3,12,0.0,0,140600,广告,140000,市场,140611.0,广告审核,11,0
223308,140699,广告,3,0,0.0,1,140600,广告,140000,市场,140699.0,广告,11,0
223489,140612,广告/会展项目经理,3,1,0.0,0,140600,广告,140000,市场,140612.0,广告/会展项目经理,11,0
222708,140502,会议活动策划,3,3,0.0,0,140500,会务会展,140000,市场,140109.0,活动策划,11,0
222709,140503,会议活动执行,3,4,0.0,0,140500,会务会展,140000,市场,140503.0,会议活动执行,11,0
222711,140505,会展活动策划,3,6,0.0,0,140500,会务会展,140000,市场,140109.0,活动策划,11,0
222712,140506,会展活动执行,3,7,0.0,0,140500,会务会展,140000,市场,140503.0,会议活动执行,11,0
223307,140599,会务会展,3,0,0.0,1,140500,会务会展,140000,市场,140599.0,会务会展,11,0
222764,101101,其他技术职位,3,2,0.0,0,101100,其他技术职位,100000,技术,101101.0,其他技术职位,11,0
222766,110401,其他产品职位,3,2,0.0,0,110400,其他产品职位,110000,产品,110401.0,其他产品职位,11,0
222768,120501,其他设计职位,3,2,0.0,0,120500,其他设计职位,120000,设计,120501.0,其他设计职位,11,0
222770,130501,其他运营职位,3,2,0.0,0,130500,其他运营职位,130000,运营,130501.0,其他运营职位,11,0
222772,140701,其他市场职位,3,2,0.0,0,140700,其他市场职位,140000,市场,140701.0,其他市场职位,11,0
222774,150601,其他职能职位,3,2,0.0,0,150600,其他职能职位,150000,人事/财务/行政,150601.0,其他职能职位,11,0
222776,160201,其他销售职位,3,2,0.0,0,160200,其他销售职位,160000,销售,160201.0,其他销售职位,11,0
222778,170501,其他传媒职位,3,2,0.0,0,170500,其他传媒职位,170000,传媒,170501.0,其他传媒职位,11,0
222783,220000,房地产/建筑,1,151,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220000.0,房地产/建筑,0,0
222784,220100,房地产规划开发,2,11,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220100.0,房地产规划开发,0,0
222788,220200,建筑/规划设计,2,21,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220200.0,建筑/规划设计,0,0
222801,220300,房地产经纪,2,31,0.0,1,220000,房地产/建筑,220000,房地产/建筑,220300.0,房地产经纪,0,0
222804,220400,物业管理,2,41,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220400.0,物业管理,0,0
222808,220500,高端房地产职位,2,51,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220500.0,高端房地产职位,0,0
222814,220600,其他房地产职位,2,61,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220600.0,其他房地产职位,0,0
223623,220700,装饰装修,2,0,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220700.0,装饰装修,0,0
223624,220800,工程管理,2,0,0.0,0,220000,房地产/建筑,220000,房地产/建筑,220800.0,工程管理,0,0
222785,220101,房地产策划,3,1,0.0,0,220100,房地产规划开发,220000,房地产/建筑,220101.0,房地产策划,11,0
222786,220102,地产项目管理,3,1,0.0,0,220100,房地产规划开发,220000,房地产/建筑,220102.0,地产项目管理,11,0
222787,220103,地产招投标,3,1,0.0,0,220100,房地产规划开发,220000,房地产/建筑,220103.0,地产招投标,11,0
222803,220302,房产评估师,3,1,0.0,0,220100,房地产规划开发,220000,房地产/建筑,220302.0,房产评估师,11,0
223331,220199,房地产规划开发,3,0,0.0,1,220100,房地产规划开发,220000,房地产/建筑,220199.0,房地产规划开发,11,0
222789,220201,高级建筑工程师,3,1,0.0,1,220200,建筑/规划设计,220000,房地产/建筑,220201.0,高级建筑工程师,11,0
222790,220202,建筑工程师,3,1,0.0,0,220200,建筑/规划设计,220000,房地产/建筑,220202.0,建筑工程师,11,0
222791,220203,建筑设计师,3,1,0.0,0,220200,建筑/规划设计,220000,房地产/建筑,220203.0,建筑设计师,11,0
